row_id,proposal_id,landmark_name,crop_path
wnba_01_01,wnba_01_01_p01,THREE_PT_BASE_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_01/wnba_01_01_p01.jpg
wnba_01_01,wnba_01_01_p02,CORNER_FAR_R,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_01/wnba_01_01_p02.jpg
wnba_01_01,wnba_01_01_p03,FT_LINE_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_01/wnba_01_01_p03.jpg
wnba_01_01,wnba_01_01_p04,THREE_PT_BASE_R,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_01/wnba_01_01_p04.jpg
wnba_01_01,wnba_01_01_p05,CORNER_FAR_R,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_01/wnba_01_01_p05.jpg
wnba_01_01,wnba_01_01_p06,THREE_PT_BASE_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_01/wnba_01_01_p06.jpg
wnba_01_01,wnba_01_01_p07,KEY_TOP,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_01/wnba_01_01_p07.jpg
wnba_01_01,wnba_01_01_p08,FT_LINE_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_01/wnba_01_01_p08.jpg
wnba_01_01,wnba_01_01_p09,CORNER_NEAR_R,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_01/wnba_01_01_p09.jpg
wnba_01_01,wnba_01_01_p10,LANE_BASE_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_01/wnba_01_01_p10.jpg
wnba_01_01,wnba_01_01_p11,CORNER_FAR_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_01/wnba_01_01_p11.jpg
wnba_01_01,wnba_01_01_p12,CORNER_NEAR_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_01/wnba_01_01_p12.jpg
wnba_01_03,wnba_01_03_p01,CORNER_NEAR_R,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_03/wnba_01_03_p01.jpg
wnba_01_03,wnba_01_03_p02,THREE_PT_BASE_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_03/wnba_01_03_p02.jpg
wnba_01_03,wnba_01_03_p03,THREE_PT_BASE_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_03/wnba_01_03_p03.jpg
wnba_01_03,wnba_01_03_p04,CORNER_FAR_R,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_03/wnba_01_03_p04.jpg
wnba_01_03,wnba_01_03_p05,FT_LINE_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_03/wnba_01_03_p05.jpg
wnba_01_03,wnba_01_03_p06,CORNER_NEAR_R,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_03/wnba_01_03_p06.jpg
wnba_01_03,wnba_01_03_p07,CORNER_FAR_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_03/wnba_01_03_p07.jpg
wnba_01_03,wnba_01_03_p08,THREE_PT_BASE_R,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_03/wnba_01_03_p08.jpg
wnba_01_03,wnba_01_03_p09,CORNER_FAR_R,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_03/wnba_01_03_p09.jpg
wnba_01_03,wnba_01_03_p10,CORNER_NEAR_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_03/wnba_01_03_p10.jpg
wnba_01_03,wnba_01_03_p11,KEY_TOP,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_03/wnba_01_03_p11.jpg
wnba_01_03,wnba_01_03_p12,CORNER_FAR_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_03/wnba_01_03_p12.jpg
wnba_01_04,wnba_01_04_p01,LANE_BASE_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_04/wnba_01_04_p01.jpg
wnba_01_04,wnba_01_04_p02,CORNER_NEAR_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_04/wnba_01_04_p02.jpg
wnba_01_04,wnba_01_04_p03,CORNER_NEAR_R,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_04/wnba_01_04_p03.jpg
wnba_01_04,wnba_01_04_p04,THREE_PT_BASE_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_04/wnba_01_04_p04.jpg
wnba_01_04,wnba_01_04_p05,CORNER_NEAR_L,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_04/wnba_01_04_p05.jpg
wnba_01_04,wnba_01_04_p06,CORNER_NEAR_R,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_04/wnba_01_04_p06.jpg
wnba_01_04,wnba_01_04_p07,THREE_PT_BASE_R,C:/Users/neelj/nba-track-a11/g304_proposal_crops/wnba_01_04/wnba_01_04_p07.jpg
