frame,timestamp,player_id,team,x_position,y_position,x_norm,y_norm,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,spacing_hull_area,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,ft_x,ft_y,dist_to_basket_ft,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,scoreboard_confidence,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,player_name,jersey_number,team_abbrev,dribble_count,lineup_id,homography_valid
1734,28.929,1,green,990,496,0.496,0.9612,0.0,0.0,0.0,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,652.0,-13.0,1016.0,667.0,,,0.0,931.1,0.0,0,46.62,48.06,47.37,0,155,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,22.92,half_court,,,0.0,0,unknown,84.9277920801401,432.84888238326585,25.51905606056427,green#?,,CHI,0,2,0
1734,28.929,6,white,573,503,0.2871,0.9748,0.0,0.0,0.0,mid_range,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,128.0,-4.0,873.0,665.0,,,0.0,541.7,0.0,0,26.98,48.74,32.19,0,155,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,22.92,half_court,,,0.0,0,unknown,84.9277920801401,432.84888238326585,25.51905606056427,white#?,,SAS,0,2,0
1734,28.929,7,white,101,510,0.0506,0.9884,0.0,0.0,0.0,corner_3,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,-15.0,-11.0,231.0,662.0,,,0.0,252.2,0.0,0,4.76,49.42,24.42,0,155,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,22.92,half_court,,,0.0,0,unknown,84.9277920801401,432.84888238326585,25.51905606056427,white#?,,SAS,0,2,0
1734,28.929,8,white,210,251,0.1052,0.4864,0.0,0.0,0.0,paint,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,30.0,-15.0,440.0,434.0,,,0.0,120.4,0.0,0,9.89,24.32,4.69,0,155,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,22.92,half_court,,,0.0,0,unknown,84.9277920801401,432.84888238326585,25.51905606056427,white#?,,SAS,0,2,0
1740,29.029,2,green,524,504,0.2625,0.9767,0.0,0.0,0.0,corner_3,0,,110.6,,none,0.0,0.0,0.0,0.0,0,0,,0.0,63.0,-9.0,857.0,665.0,,,0.0,499.0,0.0,0,24.68,48.84,30.75,0,156,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,23.02,half_court,,,0.0,0,unknown,84.9277920801401,432.84888238326585,25.51905606056427,green#?,0.0,CHI,0,3,0
1740,29.029,8,white,175,287,0.0877,0.5562,8.37,8.37,134.2,paint,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,-14.0,-15.0,413.0,466.0,,,0.0,90.0,3.59,0,8.24,27.81,4.1,0,156,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,23.02,half_court,,,0.0,0,unknown,84.9277920801401,432.84888238326585,25.51905606056427,white#?,,SAS,0,3,0
1740,29.029,6,white,543,395,0.272,0.7655,18.68,18.68,254.5,3pt_arc,0,,110.6,,none,0.0,0.0,0.0,0.0,0,0,,0.0,128.0,-4.0,873.0,665.0,,,0.0,473.4,9.99,0,25.57,38.28,24.27,0,156,0,0.933,unclassified,0,0.0,24.0,,,,,0.0,23.02,half_court,,,0.0,0,unknown,84.9277920801401,432.84888238326585,25.51905606056427,white#?,,SAS,0,3,0
1740,29.029,7,white,96,496,0.0481,0.9612,2.48,2.48,250.3,corner_3,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,-15.0,-11.0,231.0,662.0,,,0.0,238.1,2.35,0,4.52,48.06,23.07,0,156,0,0.933,unclassified,0,0.0,24.0,,,,,0.0,23.02,half_court,,,0.0,0,unknown,84.9277920801401,432.84888238326585,25.51905606056427,white#?,,SAS,0,3,0
1746,29.129,1,green,1107,481,0.5546,0.9322,19.66,19.66,352.7,backcourt,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,582.0,-12.0,1276.0,657.0,,,0.0,829.7,19.45,0,52.13,46.61,42.52,0,157,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,23.12,half_court,,,0.0,0,unknown,84.9277920801401,432.84888238326585,25.51905606056427,green#?,,CHI,0,4,0
1746,29.129,2,green,497,506,0.249,0.9806,4.51,4.51,175.8,corner_3,0,,,,none,0.0,0.0,0.0,0.0,0,0,,0.0,2.0,-11.0,873.0,666.0,,,0.0,476.8,3.67,0,23.41,49.03,30.12,0,157,0,1.0,unclassified,0,0.0,24.0,,,,,0.0,23.12,half_court,,,0.0,0,unknown,84.9277920801401,432.84888238326585,25.51905606056427,green#?,0.0,CHI,0,4,0
