card_id,producer_boxes,comparator_boxes,silence,render_path,render_bytes,render_sha256
1080p30_00,4,11,0,renders/1080p30_00.jpg,366357,b223588527c09fa3d8e18eeac3559329a74fd0a4d91dd470d768be6e4cba77d4
1080p30_01,4,11,0,renders/1080p30_01.jpg,375665,49d81e045429d7ab56f2aafbdb899dabad6da2329ad664152e3e2ae89084ec1b
1080p30_02,2,2,0,renders/1080p30_02.jpg,209882,a2adc95141f929f3f2a2594ff5ecd0ea050973f538d68c6fd89afb2bd9227d9a
1080p30_03,3,9,0,renders/1080p30_03.jpg,348385,3adf53505e44cce669e1f8fe8b9b68b1ace7d7cdaab04ad2c6a67b5324f64fe2
1080p30_04,3,14,0,renders/1080p30_04.jpg,361437,5f8cfcded13bd0b216e9329af4055ae2033f3769997b745faf324f992efbed32
1080p30_05,4,10,0,renders/1080p30_05.jpg,358923,36297a220c45af3e63156f2863453b86bca547dcd6a6e6995f226c9711c28e65
1080p30_06,6,11,0,renders/1080p30_06.jpg,381526,8a97d71d90c2c1063dbcdd1abb5e70fedbf43cb32af59f03af5fa71938b9427d
1080p30_07,6,11,0,renders/1080p30_07.jpg,394219,b8dcd6d6e7801352fefe5ff936953982fc782badbb86254409066ff5c1df91c4
1080p30_08,1,15,0,renders/1080p30_08.jpg,388584,e46d4bd8d4984da773a4d5282128e77ab30a07dd93216e77e29cd2982ae0d08a
1080p30_09,0,9,1,renders/1080p30_09.jpg,274268,d6b172d688fd17d649d1b987c7a8ceaba02b41edeb65ff82cce1ad2937c18897
1080p30_10,2,5,0,renders/1080p30_10.jpg,287892,372c131dec48477e32647005a88ed023ffc6446036d7aa4e3688ccd5f23618d1
1080p30_11,5,11,0,renders/1080p30_11.jpg,263605,7f8080207e7fa7e0c1551051a13c1bc45af6807d2be1609a278bcaa0d35054b2
1080p30_12,6,13,0,renders/1080p30_12.jpg,293474,6699980a03cd4cb42144076bc6a67e11b149f85be7b8f0ca1acc6459d6e8404b
1080p30_13,4,13,0,renders/1080p30_13.jpg,336619,00d9e0c30047c5247615deb55e53e5bb28dce08b33f1232e260244c48e8d04cf
1080p30_14,4,4,0,renders/1080p30_14.jpg,305940,1931844a956160f33183b601f6fbc88733812849a2c60ab9d5d057fd379822d0
1080p30_15,5,4,0,renders/1080p30_15.jpg,274622,653d56d3e6f4c569e5f3f9fe861e6a6479fcc0d1e01aad47496d3a9bc3f71c5e
1080p30_16,1,3,0,renders/1080p30_16.jpg,298102,1547f17cc57f86e3398da26676a0044e7599512181efccc55a19195cee074d74
1080p30_17,4,15,0,renders/1080p30_17.jpg,361340,d15f8700e5c76991d40cd9c8f9438818724d0ab0c56e1fdb3c0bf7f7be21b944
1080p30_18,7,15,0,renders/1080p30_18.jpg,322793,7e1bd5ffa639d775bfc033da10dc465ac27e7af525aa2172bd6a0ca42cb92665
1080p30_19,3,4,0,renders/1080p30_19.jpg,254634,048d1b8ea31f351e0638b4c7782e69e3fa51b84fa81ebfb683ca67cb9738c2b6
1080p30_20,2,6,0,renders/1080p30_20.jpg,345700,179f2ee6d6c4cb27afc749ed33ef23c9ebfba4fe894a3cbfc8670e6796aa5904
1080p30_21,4,14,0,renders/1080p30_21.jpg,323220,4ae49977e668099bacc6ac1a7ee6afa430206f6f3e6d25b317aa0b5076acf9ea
1080p30_22,3,12,0,renders/1080p30_22.jpg,312382,6a67e0d18b614498b72d8474e7fa952ea3922af17b62719af957f988136d7ef0
1080p30_23,2,8,0,renders/1080p30_23.jpg,274715,00960a3437178557016605bb5e5bb8b8eb01e11014a46d589a08bb762f3a127e
1080p30_24,6,11,0,renders/1080p30_24.jpg,288436,aea55b422c8cbd5c302c12fd10147bdcf7032bee6ae5b7e6689bae33774436ba
1080p30_25,7,15,0,renders/1080p30_25.jpg,334576,58fb4c2062b148ffa11059dea2d51891d99fc112618a791ebd130a9f5422e7f6
1080p30_26,3,11,0,renders/1080p30_26.jpg,346345,88d8cb4934e971ece0cc7912b560ac9c4e01bdf5885a77349b856336b4d4b37d
1080p30_27,5,17,0,renders/1080p30_27.jpg,268356,dee92305bd9608c809870f524369a676deb7a4e60a7dec2eeaff3d21dab8506c
1080p30_28,3,7,0,renders/1080p30_28.jpg,255785,737b529f660a067a9f1fa02627d922b26a46b432fe46bb6bd31b55e0a2d75d37
1080p30_29,2,14,0,renders/1080p30_29.jpg,251619,00e9b1a5c890ae75f0a2ff79bc5c512ee11861da5454f239c729e53185ffc558
720p60_00,0,11,1,renders/720p60_00.jpg,154125,04b1364faf2b3bf95fd18e79ea5862b8383188194e8c009b3ed6dfe47e594a97
720p60_01,2,12,0,renders/720p60_01.jpg,158613,111909d67b51cf67a28fbfe621fba20ae28928e09bc3bd8b1c48a328d0bf13f1
720p60_02,2,6,0,renders/720p60_02.jpg,144745,dc1792565d716f16ead86dfc612e8b732c5fe34f144c95b1cce25b49324462db
720p60_03,2,13,0,renders/720p60_03.jpg,184217,024ad919457255681cc197a8bba22ce9dbff3fa32ac81cdb3d26326277f73d23
720p60_04,4,11,0,renders/720p60_04.jpg,169824,64871629ae481dc23433e44c68f362d7ccf38dcd336eacbae06c6b6335858fc7
720p60_05,3,11,0,renders/720p60_05.jpg,173920,d42a4e7d876adde7d9c229564a74b18f06012bf81d3070112c29c00aa10e1662
720p60_06,2,12,0,renders/720p60_06.jpg,181582,82ab22640313f0af2931d19b531f03fe12c96a68e8865b2b433478096fedd2b6
720p60_07,5,12,0,renders/720p60_07.jpg,176963,3cae0045867a47e4214354d2037f1481e1c3e66a03e62d6927002fa38342c2dd
720p60_08,3,2,0,renders/720p60_08.jpg,100994,ed95c39f5cbcc38fb64ebc4dc85a728b1f6aa1b61e64bc54cc79cf853e3ecb81
720p60_09,3,2,0,renders/720p60_09.jpg,110910,e8cf1e6786a19511a5e25f429f113693c02264076960679afe52c72a16158e04
720p60_10,2,2,0,renders/720p60_10.jpg,144801,496bb87480f5aee05eec143eaddcf8df32c0f7f7707a29e04d0a1f6f1fc1d797
720p60_11,6,16,0,renders/720p60_11.jpg,186675,d453253150810bf50b66f5d5df3361f29160b79e3f3468b10f484164154ad8f8
