frame_key,split,competition,game,section,offset_s,section_path,section_bytes,section_sha256,frame_index,width,height,sheet_scale,m1_sha256,m2_sha256
97ddf468f2894d87efd413938a7eec73b4d86187de5ffb4efa3bb5758f7a6bd3,development,ncaa_basketball,0SQ709_N0Yg,0SQ709_N0Yg_s90,90,/workspace/g363_scratch/sections/0SQ709_N0Yg_s90.mp4,95068656,08763ea22994ac7d3eef44dbec8555693329de86cb5ab0c0580677284519021c,383,1920,1080,0.5,98829a1a487561621bb6118a190f5489e94ad10da5c79dea5224b29beb52dd7b,4638bcfd156cad1e2549a3c0747d2776fbd19a5893739e97d9355528861348a2
ef38a29a9b129e17b92d451bd58c4f2a471e4007f60dce883f1c0a59bfd05374,development,ncaa_basketball,0SQ709_N0Yg,0SQ709_N0Yg_s90,90,/workspace/g363_scratch/sections/0SQ709_N0Yg_s90.mp4,95068656,08763ea22994ac7d3eef44dbec8555693329de86cb5ab0c0580677284519021c,1039,1920,1080,0.5,7b92a82b5c97b5dad44edfe80d93c6f401319fc8e6c04005e2cf461edcd1b759,fafc90a6246a3fea421316af87b6e0989f54882e53dd84a641a1a0a96d32ce86
9c55d00df5a80514cef10b4a521418bcf466aefaeed08201231b76e124d83aca,development,ncaa_basketball,0SQ709_N0Yg,0SQ709_N0Yg_s90,90,/workspace/g363_scratch/sections/0SQ709_N0Yg_s90.mp4,95068656,08763ea22994ac7d3eef44dbec8555693329de86cb5ab0c0580677284519021c,1695,1920,1080,0.5,d96beaaa61ad02f85c1eeb86c22b7491e54e37afb8b4b38682a0c3319ab6cd65,1a9b1394b23daa66d9b5e52bc64ad13ce3e3f01636ed223db7ba084cbeb4c551
7cb042e3cc028e947cd3c380ff55dc052a1e49a285c49cc2a5818cba561b8727,development,ncaa_basketball,0SQ709_N0Yg,0SQ709_N0Yg_s90,90,/workspace/g363_scratch/sections/0SQ709_N0Yg_s90.mp4,95068656,08763ea22994ac7d3eef44dbec8555693329de86cb5ab0c0580677284519021c,2351,1920,1080,0.5,a80bacad7a300424e09283def1ae8748be110613d7d1a9ef45584f297a8150f0,796ad30059f4d7d1654f2600435f70f8afe7096670b8e1ece6a4a939f2d339b5
f848c4f039c2958153ed931dd720f05115fbda9c9a88d7c1312dd77e218ad688,development,ncaa_basketball,0SQ709_N0Yg,0SQ709_N0Yg_s90,90,/workspace/g363_scratch/sections/0SQ709_N0Yg_s90.mp4,95068656,08763ea22994ac7d3eef44dbec8555693329de86cb5ab0c0580677284519021c,3007,1920,1080,0.5,3973c4c0a6416f172d946366baa5ec4ca7d989c47beae675ed2193232bc5d25c,67cae69e7fcb698ed1db180b48bea9f2548e3d50455386ae67b8a08c86782798
078b67d10e8d352cb836eb095e4d3b7e8962cafb312eebb9fa57b34a0d97cdb6,development,ncaa_basketball,0SQ709_N0Yg,0SQ709_N0Yg_s90,90,/workspace/g363_scratch/sections/0SQ709_N0Yg_s90.mp4,95068656,08763ea22994ac7d3eef44dbec8555693329de86cb5ab0c0580677284519021c,3663,1920,1080,0.5,f132b1e9d9c22a98809c471541ca5568d6f4678710b66635d8cc4dc6c3b6b7af,33d46eca1ae015f4da1b90ff9642ed00cbe329945f17a25c2653866bdf0774d8
64e7d380e3592965a38f9fa656a1f41062057c2e551f21b416e1843ac54d3ebb,development,ncaa_basketball,0SQ709_N0Yg,0SQ709_N0Yg_s90,90,/workspace/g363_scratch/sections/0SQ709_N0Yg_s90.mp4,95068656,08763ea22994ac7d3eef44dbec8555693329de86cb5ab0c0580677284519021c,4319,1920,1080,0.5,35e27e34523a7ca13c9bb1837697bc4e69a3c7ef6f68ec445a283db96f489123,ef7c43034ffe96d2f950fb424a26857fcbd19a96e68bb446b4f9bb9f52becd39
ec8cbc20f4b79aac2bb0d4c3cf2bdd7091533677fae271bb5e46648e7ec1b55c,development,ncaa_basketball,0SQ709_N0Yg,0SQ709_N0Yg_s90,90,/workspace/g363_scratch/sections/0SQ709_N0Yg_s90.mp4,95068656,08763ea22994ac7d3eef44dbec8555693329de86cb5ab0c0580677284519021c,4975,1920,1080,0.5,e176f1ee2c22687badba15f82b5cf8b9131533bcc530600a8c47a5911666df02,6b38ae40ccb124de375f1dafcc51c6dea19b00f3bffe37c282406de9ffd8dff8
97d7b429f1c7ceb18f39c85c68978d69aa38efe60ba28ddc1d6c22705a578b69,development,ncaa_basketball,0SQ709_N0Yg,0SQ709_N0Yg_s90,90,/workspace/g363_scratch/sections/0SQ709_N0Yg_s90.mp4,95068656,08763ea22994ac7d3eef44dbec8555693329de86cb5ab0c0580677284519021c,5631,1920,1080,0.5,b5734274a8ba7a4995a9e165fdcf5e2292ed45526676252cac2fddf238333122,645007f94b84994e2cf46fd55a97ce0f414ddac12dc3d9b6d49141bfa553a2db
8c2b4ca650afc183c4b868bc71420f45ecc7369c494cd776edcf624da6efc99a,development,ncaa_basketball,0SQ709_N0Yg,0SQ709_N0Yg_s90,90,/workspace/g363_scratch/sections/0SQ709_N0Yg_s90.mp4,95068656,08763ea22994ac7d3eef44dbec8555693329de86cb5ab0c0580677284519021c,6287,1920,1080,0.5,b5b9975df03a1fbab75967f54fe8e44bd5324b40cacdccc97856e4e4747ac935,0e929c7c17180e705521c25c9649a1d24fc3c378d174eb5a10bde259cbdc52ec
