source_name,validated_fps,fps_basis,avg_frame_rate,r_frame_rate,retained,pts_count,first_pts,last_pts,available_span_s,monotonic,rate_validated,uniform_steps,off_grid_steps,duplicate_pts_steps,dropped_frames,max_interval_error_s
nba__Ktu6yFS9iMo_s1311.mp4,59.94005994005994,TWO_READER_AGREEMENT,357435000/5963207,60000/1001,True,7793,0.0,130.0299,130.04658333333333,False,True,False,0,26,28,0.03336066666665221
nba__Ktu6yFS9iMo_s4974.mp4,59.94005994005994,TWO_READER_AGREEMENT,721440000/12036023,60000/1001,True,7794,0.0,130.0299,130.04658333333333,False,True,False,0,26,27,0.01668366666667214
nba__L7o4UCIIqS4_s1373.mp4,59.94005994005994,TWO_READER_AGREEMENT,355635000/5933177,60000/1001,True,7793,0.0,130.013222,130.02990533333335,True,True,False,0,0,1,0.01668266666666756
nba__L7o4UCIIqS4_s5222.mp4,59.94005994005994,TWO_READER_AGREEMENT,708570000/11821309,60000/1001,True,7794,0.0,130.0299,130.04658333333333,True,True,False,0,0,1,0.016683666666665035
nba__oL9Uaie2v2A_s2438.mp4,59.94005994005994,TWO_READER_AGREEMENT,360810000/6019513,60000/1001,True,7794,0.0,130.0299,130.04658333333333,True,True,False,0,0,1,0.016683666666665035
ncaa_basketball__6rQ2sV4upfc_s90.mp4,59.94005994005994,TWO_READER_AGREEMENT,721800000/12042029,60000/1001,True,7793,0.0,130.013211,130.02989433333335,False,True,False,0,26,27,0.01668366666667214
ncaa_basketball__6rQ2sV4upfc_s4347.mp4,59.94005994005994,TWO_READER_AGREEMENT,704250000/11749237,60000/1001,True,7793,0.0,129.996533,130.01321633333333,False,True,False,0,25,25,0.016683666666679246
ncaa_basketball__7blRl4zVfrY_s2356.mp4,59.94005994005994,TWO_READER_AGREEMENT,351450000/5863357,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__FyMWTVsJvv8_s90.mp4,59.94005994005994,TWO_READER_AGREEMENT,726480000/12120107,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__FyMWTVsJvv8_s4332.mp4,59.94005994005994,TWO_READER_AGREEMENT,719640000/12005993,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,59.94005994005994,TWO_READER_AGREEMENT,3630150/60563,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__IpR4pT8iN0Y_s90.mp4,59.94005994005994,TWO_READER_AGREEMENT,22066875/368149,60000/1001,True,7793,0.0,130.063267,130.07995033333333,False,True,False,0,24,28,0.06673966666664871
ncaa_basketball__IpR4pT8iN0Y_s3603.mp4,59.94005994005994,TWO_READER_AGREEMENT,90247500/1505629,60000/1001,True,7793,0.0,129.996533,130.01321633333333,False,True,False,0,25,25,0.016683666666679246
ncaa_basketball__KZK9rv9TnGE_s2858.mp4,59.94005994005994,TWO_READER_AGREEMENT,178875000/2984231,60000/1001,True,7793,0.0,130.0299,130.04658333333333,True,True,False,0,0,2,0.033372666666650334
ncaa_basketball__KZK9rv9TnGE_s7010.mp4,59.94005994005994,TWO_READER_AGREEMENT,22066875/368149,60000/1001,True,7794,0.0,130.013222,130.02990533333335,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__dAy3tnlu3EQ_s2914.mp4,59.94005994005994,TWO_READER_AGREEMENT,178447500/2977099,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__qTXrSRHHR2M_s1176.mp4,59.94005994005994,TWO_READER_AGREEMENT,359595000/5999243,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__qTXrSRHHR2M_s4434.mp4,59.94005994005994,TWO_READER_AGREEMENT,720720000/12024011,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__s-0Y7aLxXgM_s1275.mp4,59.94005994005994,TWO_READER_AGREEMENT,709290000/11833321,60000/1001,True,7793,0.0,129.996533,130.01321633333333,True,True,True,0,0,0,6.33333334616043e-06
ncaa_basketball__s-0Y7aLxXgM_s4830.mp4,59.94005994005994,TWO_READER_AGREEMENT,35343000/589639,60000/1001,True,7793,0.0,130.013211,130.02989433333335,True,True,False,0,0,1,0.016683666666665035
