memo,line,artifact,token,length,landing_commit,class,reason,candidates
docs/evidence/tracking/G320_VERIFY_2026-09-08.md,9,NONE,805c6479e6988dbb0958d8b15c2b2f35f8a1ee4a51a626be5361b1d24f60ca1d,64,6898bb2b3849ebdf8edeb089de84a03af19b47fe,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G320_VERIFY_2026-09-08.md,9,NONE,79537a95f1d8ca4f0f609b27e07c19aa1f1d66e6bdfb3926558e942d273b8510,64,6898bb2b3849ebdf8edeb089de84a03af19b47fe,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G320_VERIFY_2026-09-08.md,23,docs/evidence/tracking/g320_prereg_2026-09-08.md,30b530367c7a019a8c8f3d803b1ba4b06bc708b596d6621e028426836fafc634,64,6898bb2b3849ebdf8edeb089de84a03af19b47fe,UNRESOLVED,token is not a digest,landing=07bd562837da3d86d54c3422195b88ff9a7a13a5;head=07bd562837da3d86d54c3422195b88ff9a7a13a5;crlf=fd855b32809734d59aa9defee3671823fbe2610de91c291d2f9497c65e08832f;tree=
docs/evidence/tracking/G321_VERIFY_2026-09-07.md,21,NONE,50e09b04b907a7357d463052371560e7e0354f87b0f9f148d892f92246f9034e,64,bd9d62329bbb970e780acf81a71aa95b5fab78fd,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G322_VERIFY_2026-09-08.md,19,NONE,60dea2d35090f443c550064742863e797b229abb30f51f6290275985a55bd92c,64,11e7318b2adce372fdeb15f8c5e8425c2d9dbcdd,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G322_VERIFY_ATTEMPT1_2026-09-07.md,20,NONE,ca5227924c06e83b56de72782fe210a16ebad8169613215794aa3f26da9fb010,64,11e7318b2adce372fdeb15f8c5e8425c2d9dbcdd,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G322_VERIFY_ATTEMPT2_REJECT1_2026-09-07.md,21,NONE,60dea2d35090f443c550064742863e797b229abb30f51f6290275985a55bd92c,64,11e7318b2adce372fdeb15f8c5e8425c2d9dbcdd,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G323_VERIFY_2026-09-07.md,10,docs/evidence/tracking/g323_nonplayer_boxes_attempt2_2026-09-07.md,73bc654a90bd28effeceacd031ecc290633d063edc4bc56c8973574a60dfe4bd,64,75f4af4bcf084693c8677cfb7bff9d1e69df5708,UNRESOLVED,token is not a digest,landing=97af92d15a50d45a11dd59aa5002974c7c1385ae;head=97af92d15a50d45a11dd59aa5002974c7c1385ae;crlf=0ec7dd6c4eadf935d88b0bb8faa33333fd9d835533772aed8eb612ad3aa223fe;tree=
docs/evidence/tracking/G325_VERIFY_ATTEMPT1_REJECT_2026-09-07.md,17,docs/evidence/tracking/g325_prereg_2026-09-07.md,678742194723f1e3155391940c2dc54ae478a8b0e9917c25254741577c6d16b9,64,1df2ebe0698d1f47bf1c3ee4b6b0c2a475f70bcc,UNRESOLVED,token is not a digest,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G325_VERIFY_ATTEMPT2_REJECT_2026-09-07.md,20,docs/evidence/tracking/g325_prereg_attempt2_2026-09-07.md,57d7748a2cf7c84ebf7e3397357d3feb672a7fa0f2ca28cfdf25e6f8ae1518ca,64,1df2ebe0698d1f47bf1c3ee4b6b0c2a475f70bcc,UNRESOLVED,token is not a digest,landing=7a5c73ffe669af1d1484380a4e416f9b037feab0;head=7a5c73ffe669af1d1484380a4e416f9b037feab0;crlf=0fc3c13b54ddd6757955824239632d505e3379189113b36e8872ba985379d919;tree=
docs/evidence/tracking/G326_VERIFY_ATTEMPT1_REJECT_2026-09-07.md,21,NONE,a2a5fbc7a3e4f7f655a4798c1cab78bc0e8cf718ab5321383f7e2839977fe9ad,64,abc0b7caf57377e714259676796a649318bf8d0e,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G327_VERIFY_2026-09-08.md,15,NONE,fb668830470aff9abdff6b580771db97fe58c7ce4ab04f3cb61fc551fed2cb13,64,3b1e15e0cb925e798652a2987c971d1173a53377,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G327_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,17,NONE,6548ebe7d340cb94c021ab363d574438f976628ab5d52ba7c7ebceac6f130534,64,3b1e15e0cb925e798652a2987c971d1173a53377,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G327_VERIFY_ATTEMPT2_REJECT_2026-09-08.md,18,NONE,fb668830470aff9abdff6b580771db97fe58c7ce4ab04f3cb61fc551fed2cb13,64,3b1e15e0cb925e798652a2987c971d1173a53377,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G327_VERIFY_FIX2B_REJECT_2026-09-08.md,17,NONE,fb668830470aff9abdff6b580771db97fe58c7ce4ab04f3cb61fc551fed2cb13,64,3b1e15e0cb925e798652a2987c971d1173a53377,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G328_VERIFY_2026-09-08.md,15,NONE,cd96127d5ba8da858ff9c2ab0214e51cc85e40270a589434210e39ab48ee90e5,64,26b21db74973d063444efc3b928a5a8428252827,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G328_VERIFY_2026-09-08.md,26,NONE,06903fbb743e0298bf5e4a728b50d33224798737f09d2e34446ddc4664762729,64,26b21db74973d063444efc3b928a5a8428252827,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G328_VERIFY_2026-09-08.md,26,NONE,e3ac3130542e0c1b4ded58155e953c92b094549af34e6a4a8030fc8f388ebc2c,64,26b21db74973d063444efc3b928a5a8428252827,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G328_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,23,NONE,cd96127d5ba8da858ff9c2ab0214e51cc85e40270a589434210e39ab48ee90e5,64,26b21db74973d063444efc3b928a5a8428252827,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G329_VERIFY_2026-09-08.md,19,NONE,898c5ff5201cf23cb8b1030ddfd2edd75bf0cf57b288742cd471550c221eb636,64,27ea4cfb2d77f8dcb0f1ed08120c69281084e953,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G329_VERIFY_FIX1B_REJECT_2026-09-08.md,18,NONE,08edacaeb,9,27ea4cfb2d77f8dcb0f1ed08120c69281084e953,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G330_VERIFY_2026-09-08.md,23,NONE,5616e3199c863f8ff7dfa6fb3d020762f4a1b23b8759f923f599b2f90614357c,64,b3220a9e4f401790dde98bdfb69e213ee69763e1,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G330_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,6,"docs/evidence/tracking/census.csv:2,265",ce975e8e58438d71,16,b3220a9e4f401790dde98bdfb69e213ee69763e1,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G330_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,20,"docs/evidence/tracking/g330_prereg_2026-09-08.md:33-35,131",9d3951a325ebb5cd72084c00c520ac6029ed1ec448a08ce0783bf3766951ce35,64,b3220a9e4f401790dde98bdfb69e213ee69763e1,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G331_VERIFY_2026-09-08.md,24,NONE,97d3b5d0564259eb402598a8174f1cb3bf092bac4388baae5c0da1c8f5156d42,64,e457f980ba31673ea0477111cfc381e6c157526b,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G332_VERIFY_2026-09-08.md,20,NONE,7fc8c90105eb56b820bc8829a01cf656ac309d407a84847db161f4282b2e8d74,64,94f307cfd9e08447c7f028f278f60e389f1e575c,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G332_VERIFY_2026-09-08.md,34,NONE,c05cb90f80123d4de1df1d4a23167648fc462906bbe0aaad466fb20adbb81b6e,64,94f307cfd9e08447c7f028f278f60e389f1e575c,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G332_VERIFY_2026-09-08.md,34,NONE,b7da6cb75d3bdeee513d61dd72a3a03d0c07aa7e28175d633e6dc274a28504ce,64,94f307cfd9e08447c7f028f278f60e389f1e575c,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G332_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,17,NONE,7fc8c90105eb56b820bc8829a01cf656ac309d407a84847db161f4282b2e8d74,64,94f307cfd9e08447c7f028f278f60e389f1e575c,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G332_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,35,NONE,c05cb90f80123d4de1df1d4a23167648fc462906bbe0aaad466fb20adbb81b6e,64,94f307cfd9e08447c7f028f278f60e389f1e575c,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G332_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,35,NONE,b7da6cb75d3bdeee513d61dd72a3a03d0c07aa7e28175d633e6dc274a28504ce,64,94f307cfd9e08447c7f028f278f60e389f1e575c,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G333_VERIFY_2026-09-08.md,17,NONE,4b3764fe5ac7d833336561f85437014bff65d7789069615da60af88a8329dcc4,64,5d6eb723190a706dd77535b269476d7360aee87f,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G333_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,19,NONE,4b3764fe5ac7d833336561f85437014bff65d7789069615da60af88a8329dcc4,64,5d6eb723190a706dd77535b269476d7360aee87f,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G334_VERIFY_2026-09-08.md,22,NONE,b5100358973ce3fe35478bb9f1abd8076b4fba59791dd6479437e70492584c6e,64,8385ec03bef13710b6221659810678ac871933ac,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G335_VERIFY_2026-09-08.md,4,NONE,866666667,9,f1ef1451b8e3c2911666f03a822c4a8c69a7fcd2,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G335_VERIFY_2026-09-08.md,5,NONE,473093108,9,f1ef1451b8e3c2911666f03a822c4a8c69a7fcd2,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G335_VERIFY_2026-09-08.md,5,NONE,866666667,9,f1ef1451b8e3c2911666f03a822c4a8c69a7fcd2,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G336_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,23,NONE,5dd6fa1c2e4c210d708adac95a0f2812bf68b7ab69cafa055317af030cb676da,64,6dd60b6deae64e5583fa03deff461ae97df4d119,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G338_VERIFY_2026-09-08.md,21,NONE,c1e93fb53c7957f9f74bce9867f55685080d3f568f05f67ddbca6408c9c87e6c,64,6223806e1980ca7321cba614e843b4bea448e466,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G338_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,13,NONE,c1e93fb53c7957f9f74bce9867f55685080d3f568f05f67ddbca6408c9c87e6c,64,6223806e1980ca7321cba614e843b4bea448e466,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G340_VERIFY_2026-09-08.md,20,docs/evidence/tracking/g340_prereg_2026-09-08.md,b024ba52bfda1b38e06038d28b79d8f86c79ee21820fd542c7544e245104dcd7,64,38e9cc3c4e7067e168f56d950104cf01a641df4f,UNRESOLVED,token is not a digest,landing=efb17343b62f4b1a382958b2d0389826a3970cdb;head=efb17343b62f4b1a382958b2d0389826a3970cdb;crlf=7e129e723af1d9aeae2ffc6c580fef48e70db484c07db93d7162e52a400e5e89;tree=
docs/evidence/tracking/G340_VERIFY_2026-09-08.md,33,NONE,b4454c35ee54500f6e42cd91ef6f1e2c4a584a2ffcec3323059af455f53e874a,64,38e9cc3c4e7067e168f56d950104cf01a641df4f,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G340_VERIFY_2026-09-08.md,33,NONE,de471be4e49ec2fd69d9493d1feb5e34695342702b8f1704df741948dd3063af,64,38e9cc3c4e7067e168f56d950104cf01a641df4f,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G340_VERIFY_2026-09-08.md,34,docs/evidence/tracking/g340_local_route_env_2026-09-08.md,6c2e20d9822eef3bb4af1d7d67e7d147c48a7da938b8fd0a2b6dd47328bc3867,64,38e9cc3c4e7067e168f56d950104cf01a641df4f,UNRESOLVED,token is not a digest,landing=39488d2bb644ab1f979c5faa0b4a631242fcb01b;head=39488d2bb644ab1f979c5faa0b4a631242fcb01b;crlf=9c559af87517e3f6d1367cce0b3e79c501db4bc69aa068d907dd650d9fdc62d6;tree=
docs/evidence/tracking/G340_VERIFY_2026-09-08.md,34,docs/evidence/tracking/g340_local_route_env_2026-09-08.md,6db944272294f5a3f8305d37ccfd8cafa7193eeb24161c2cd73a488d478713b0,64,38e9cc3c4e7067e168f56d950104cf01a641df4f,UNRESOLVED,token is not a digest,landing=39488d2bb644ab1f979c5faa0b4a631242fcb01b;head=39488d2bb644ab1f979c5faa0b4a631242fcb01b;crlf=9c559af87517e3f6d1367cce0b3e79c501db4bc69aa068d907dd650d9fdc62d6;tree=
docs/evidence/tracking/G341_VERIFY_2026-09-08.md,15,NONE,eb6f78a40650c304af3d9fe68270646c329f0ff485772aa18c6705b9be0341dd,64,adbc9ba94f5f7a290037ab410680376bc3d192c3,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G342_VERIFY_2026-09-08.md,33,docs/evidence/tracking/g342_prereg_fix1d_2026-09-08.md,de07637272e2eb14af21cd1c80dfb641ca3aa1845a64b0f258b87ab21c5357f6,64,2c9f2d471cfcdbc37b74d26c8decb73d98c72f65,UNRESOLVED,token is not a digest,landing=73d163a0c31987ce4facdae1a422b35aecd8b80e;head=73d163a0c31987ce4facdae1a422b35aecd8b80e;crlf=80dda16f423090062a839c0f326d0ab083d7a86a03dba38b7b7c435c3eee6700;tree=
docs/evidence/tracking/G343_VERIFY_2026-09-08.md,17,docs/evidence/tracking/g343_prereg_2026-09-08.md,8893df131bd1399954484d436081c695b429b319175e601588299e362d525527,64,ec5e0b413cbd0da1431aad61719d7431e2226a2c,UNRESOLVED,token is not a digest,landing=6b3768158d96ca328d275ee9d7cd4f065390f18b;head=6b3768158d96ca328d275ee9d7cd4f065390f18b;crlf=ba930ac1575f55ef8dddb361ce10c0c0c0a3287b284da9146ce855724ffd5eda;tree=
docs/evidence/tracking/G343_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,9,NONE,e30b995b1169296baefc1577b467c7cd65dca8875f06a29a116afb499b984dc6,64,ec5e0b413cbd0da1431aad61719d7431e2226a2c,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G343_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,9,NONE,419ae3d5092831420d7591c3c663800b392e08097442d430ca357fa293e43910,64,ec5e0b413cbd0da1431aad61719d7431e2226a2c,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G343_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,27,NONE,8893df131bd1399954484d436081c695b429b319175e601588299e362d525527,64,ec5e0b413cbd0da1431aad61719d7431e2226a2c,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G344_VERIFY_2026-09-08.md,2,NONE,5fb76672a,9,bf90766dc51bf2cb70e289be1c981c7e8171744b,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G344_VERIFY_2026-09-08.md,11,C:\Users\neelj\anaconda3\envs\basketball_ai\python.exe -m pytest tests/platformkit/test_g344_ball_shadow_possession.py -q --basetemp=C:\tmp\g344_verify_codex_sol_20260908,20260908,8,bf90766dc51bf2cb70e289be1c981c7e8171744b,UNRESOLVED,pod-only or absolute path,named=C:\Users\neelj\anaconda3\envs\basketball_ai\python.exe -m pytest tests/platformkit/test_g344_ball_shadow_possession.py -q --basetemp=C:\tmp\g344_verify_codex_sol_20260908;skipped=absolute
docs/evidence/tracking/G344_VERIFY_2026-09-08.md,25,NONE,98ce3227549060791ef6e792d60a65ce4cea54ac670ef9f58d3b834a9fabf75d,64,bf90766dc51bf2cb70e289be1c981c7e8171744b,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G345_VERIFY_2026-09-08.md,21,NONE,2fd3f720b209edb4ac96caa99d4717d7db24b767cd4a1feb89c8d78c2aec8454,64,90b865cd1286f45790b40e1ec99b6f5f150cb1e0,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G345_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,19,NONE,6b1c9e94305f575f641f760c775e5fe68ca217ec6d28f10b901a2e7585112709,64,90b865cd1286f45790b40e1ec99b6f5f150cb1e0,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G345_VERIFY_FIX1B_REJECT_2026-09-08.md,20,NONE,2fd3f720b209edb4ac96caa99d4717d7db24b767cd4a1feb89c8d78c2aec8454,64,90b865cd1286f45790b40e1ec99b6f5f150cb1e0,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
docs/evidence/tracking/G347_VERIFY_2026-09-08.md,23,NONE,97f525f09511027f6d4592bdb68f40e2a2a4790183d4ce6731b42bdfecd5fcbf,64,21702b7bbfa0af6d917a5ac5012f8b399039ffa8,UNRESOLVED,artifact never committed,landing=NONE;head=NONE;crlf=NONE;tree=
