game,n_ticks,record_type,date,timestamp_start,timestamp_end,outcome,e4_brier,ladder_base_brier,arm,nominal,cell,group_id,n_games,folds,mean_probability,observed_frequency,mean_lo,mean_hi,covered
401705208,283,paired_loss,2025-01-25,2025-01-26T01:11:04Z,2025-01-26T05:53:03Z,0.0,0.11618446908127207,0.15001895441204974,,,,,,,,,,,
401705220,302,paired_loss,2025-01-27,2025-01-28T00:43:04Z,2025-01-28T05:44:04Z,1.0,0.03915339569536424,0.027085572795275504,,,,,,,,,,,
401705223,284,paired_loss,2025-01-27,2025-01-28T01:41:04Z,2025-01-28T06:24:04Z,1.0,0.0004487183098591547,0.0002748909302331796,,,,,,,,,,,
401705224,300,paired_loss,2025-01-27,2025-01-28T02:11:04Z,2025-01-28T07:10:03Z,0.0,0.0071964125,0.010796778719294117,,,,,,,,,,,
401705227,293,paired_loss,2025-01-28,2025-01-29T03:11:04Z,2025-01-29T08:03:04Z,1.0,0.010409416382252559,0.005390652605885005,,,,,,,,,,,
401705238,298,paired_loss,2025-01-29,2025-01-30T02:11:04Z,2025-01-30T07:08:03Z,0.0,0.13094035067114093,0.15917092031821317,,,,,,,,,,,
401705755,373,paired_loss,2025-04-13,2025-04-13T17:11:05Z,2025-04-13T23:23:05Z,0.0,0.25448531434316357,0.25117311717224305,,,,,,,,,,,
401705759,339,paired_loss,2025-04-13,2025-04-13T19:42:06Z,2025-04-14T01:20:04Z,0.0,0.008335202064896755,0.011497921841121446,,,,,,,,,,,
401705764,371,paired_loss,2025-04-13,2025-04-13T19:45:06Z,2025-04-14T01:55:05Z,0.0,0.1300359218328841,0.158473136840555,,,,,,,,,,,
401734907,272,paired_loss,2024-12-14,2024-12-15T01:51:02Z,2024-12-15T06:22:03Z,1.0,0.05077237775735294,0.00900051009123686,,,,,,,,,,,
401736810,271,paired_loss,2024-12-15,2024-12-15T22:11:03Z,2024-12-16T02:41:03Z,1.0,0.011957358856088562,0.0029202661331982956,,,,,,,,,,,
401736815,276,paired_loss,2024-12-16,2024-12-17T00:11:03Z,2024-12-17T04:46:03Z,0.0,0.03418520742753624,0.08565300670186426,,,,,,,,,,,
401737902,281,paired_loss,2024-12-15,2024-12-15T23:11:03Z,2024-12-16T03:51:03Z,0.0,0.03186863167259787,0.06488011225773496,,,,,,,,,,,
401748705,297,paired_loss,2025-01-28,2025-01-29T00:41:04Z,2025-01-29T05:37:04Z,0.0,0.052918834175084174,0.05945703042206464,,,,,,,,,,,
401766124,287,paired_loss,2025-06-11,2025-06-12T00:39:07Z,2025-06-12T05:25:06Z,1.0,0.18708939547038328,0.19858540509055425,,,,,,,,,,,
401766125,299,paired_loss,2025-06-13,2025-06-14T00:39:07Z,2025-06-14T05:37:08Z,0.0,0.12361843645484949,0.11506027377252019,,,,,,,,,,,
401766462,330,paired_loss,2025-04-18,2025-04-18T23:06:05Z,2025-04-19T04:35:06Z,0.0,0.04171899696969697,0.04535199477474378,,,,,,,,,,,
401767820,328,paired_loss,2025-04-19,2025-04-19T22:20:06Z,2025-04-20T03:47:06Z,1.0,0.06677302515243902,0.048079646283671194,,,,,,,,,,,
401767910,333,paired_loss,2025-04-26,2025-04-27T00:47:05Z,2025-04-27T06:19:05Z,1.0,0.1372263611111111,0.11322628172190981,,,,,,,,,,,
401768045,387,paired_loss,2025-05-01,2025-05-01T23:38:05Z,2025-05-02T06:04:04Z,0.0,0.07753612144702841,0.09437478893505145,,,,,,,,,,,
401768063,343,paired_loss,2025-04-26,2025-04-26T22:15:05Z,2025-04-27T03:57:05Z,0.0,0.10502194533527695,0.13121345816300425,,,,,,,,,,,
401768065,345,paired_loss,2025-05-01,2025-05-02T02:21:05Z,2025-05-02T08:05:06Z,1.0,0.029015479710144926,0.018909296856109262,,,,,,,,,,,
401769743,389,paired_loss,2025-05-13,2025-05-13T23:07:07Z,2025-05-14T05:35:07Z,0.0,0.1821396253213368,0.20855434810540865,,,,,,,,,,,
401769746,377,paired_loss,2025-05-05,2025-05-05T23:07:06Z,2025-05-06T05:23:05Z,0.0,0.2791191293103448,0.30526406238104076,,,,,,,,,,,
401769838,367,paired_loss,2025-05-08,2025-05-09T00:36:07Z,2025-05-09T06:42:06Z,1.0,0.0024345074931880106,0.002183883001525559,,,,,,,,,,,
401769987,386,paired_loss,2025-05-14,2025-05-15T01:50:07Z,2025-05-15T08:15:06Z,1.0,0.005001089378238342,0.004561905285110882,,,,,,,,,,,
401809236,321,paired_loss,2025-10-23,2025-10-23T23:46:04Z,2025-10-24T05:06:05Z,0.0,0.07984603426791277,0.059671287614972576,,,,,,,,,,,
401809511,276,paired_loss,2025-11-08,2025-11-08T00:11:06Z,2025-11-08T04:46:06Z,0.0,0.0016313568840579707,0.0023482012632450133,,,,,,,,,,,
401809773,276,paired_loss,2025-11-08,2025-11-08T00:41:04Z,2025-11-08T05:16:05Z,0.0,0.015988885869565216,0.012404524191405067,,,,,,,,,,,
401809795,285,paired_loss,2025-11-21,2025-11-22T02:11:08Z,2025-11-22T06:55:09Z,1.0,0.19719238771929823,0.2736977318138417,,,,,,,,,,,
401809802,280,paired_loss,2025-11-26,2025-11-26T22:13:08Z,2025-11-27T02:52:30Z,1.0,0.15483769017857144,0.12999790641742281,,,,,,,,,,,
401809808,272,paired_loss,2025-11-26,2025-11-27T03:18:07Z,2025-11-27T07:49:06Z,0.0,0.23920636397058825,0.22217946348863699,,,,,,,,,,,
401809813,274,paired_loss,2025-11-28,2025-11-29T00:41:09Z,2025-11-29T05:14:09Z,1.0,0.0904567746350365,0.09788576000568582,,,,,,,,,,,
401809816,292,paired_loss,2025-11-28,2025-11-29T00:43:08Z,2025-11-29T05:34:07Z,1.0,0.049285210616438355,0.04615804279289258,,,,,,,,,,,
401809818,272,paired_loss,2025-11-28,2025-11-29T02:41:06Z,2025-11-29T07:12:19Z,0.0,0.29196504503676474,0.2765910600216347,,,,,,,,,,,
401809839,266,paired_loss,2025-12-16,2025-12-17T01:44:07Z,2025-12-17T06:09:22Z,1.0,0.1383809407894737,0.14486855096845433,,,,,,,,,,,
401809934,282,paired_loss,2025-10-22,2025-10-22T23:15:18Z,2025-10-23T03:56:07Z,1.0,0.06622254343971631,0.07010710839692283,,,,,,,,,,,
401809952,269,paired_loss,2025-10-24,2025-10-25T02:13:04Z,2025-10-25T06:41:04Z,1.0,0.08810585780669145,0.08793753579009017,,,,,,,,,,,
401809955,269,paired_loss,2025-10-25,2025-10-25T23:12:05Z,2025-10-26T03:40:10Z,0.0,0.13609240799256506,0.11539293775858922,,,,,,,,,,,
401810007,265,paired_loss,2025-11-02,2025-11-02T23:13:04Z,2025-11-03T03:37:04Z,1.0,0.027652290566037734,0.03339541564572725,,,,,,,,,,,
401810008,266,paired_loss,2025-11-03,2025-11-03T00:12:03Z,2025-11-03T04:37:03Z,1.0,0.017191336466165417,0.018076083618529807,,,,,,,,,,,
401810013,273,paired_loss,2025-11-04,2025-11-04T00:41:06Z,2025-11-04T05:13:06Z,0.0,0.29954589835164835,0.30561951482106176,,,,,,,,,,,
401810026,270,paired_loss,2025-11-06,2025-11-06T00:11:04Z,2025-11-06T04:40:04Z,1.0,0.006234522222222221,0.012109267285585755,,,,,,,,,,,
401810031,264,paired_loss,2025-11-06,2025-11-06T01:11:05Z,2025-11-06T05:34:05Z,0.0,0.009400689393939394,0.011899764602447547,,,,,,,,,,,
401810034,309,paired_loss,2025-11-06,2025-11-06T03:13:04Z,2025-11-06T08:21:04Z,1.0,0.1890066561488673,0.22630161087548628,,,,,,,,,,,
401810044,282,paired_loss,2025-11-09,2025-11-09T02:11:07Z,2025-11-09T06:52:07Z,1.0,0.0077717659574468075,0.010652423569780432,,,,,,,,,,,
401810048,298,paired_loss,2025-11-09,2025-11-09T23:12:05Z,2025-11-10T04:09:05Z,0.0,0.14213854446308724,0.12431920364605614,,,,,,,,,,,
401810052,256,paired_loss,2025-11-10,2025-11-10T02:11:07Z,2025-11-10T06:26:21Z,0.0,0.017225123046875,0.01663875044633916,,,,,,,,,,,
401810055,270,paired_loss,2025-11-11,2025-11-11T00:12:07Z,2025-11-11T04:41:07Z,1.0,0.0732009351851852,0.08429449563871665,,,,,,,,,,,
401810058,276,paired_loss,2025-11-11,2025-11-11T01:41:07Z,2025-11-11T06:16:06Z,0.0,0.1323427699275362,0.12972559795945393,,,,,,,,,,,
401810060,264,paired_loss,2025-11-11,2025-11-11T02:11:05Z,2025-11-11T06:34:05Z,0.0,0.03043987973484848,0.024907192926497804,,,,,,,,,,,
401810066,274,paired_loss,2025-11-11,2025-11-12T02:12:05Z,2025-11-12T06:45:07Z,1.0,0.0604902791970803,0.06963116220802104,,,,,,,,,,,
401810068,333,paired_loss,2025-11-12,2025-11-13T00:11:06Z,2025-11-13T05:43:06Z,1.0,0.0383095,0.05669114172903341,,,,,,,,,,,
401810076,292,paired_loss,2025-11-12,2025-11-13T01:41:06Z,2025-11-13T06:32:06Z,0.0,0.04394096917808219,0.035129228022644135,,,,,,,,,,,
401810123,289,paired_loss,2025-11-22,2025-11-22T18:11:05Z,2025-11-22T22:59:05Z,0.0,0.05043556228373702,0.0458283912242521,,,,,,,,,,,
401810126,270,paired_loss,2025-11-22,2025-11-23T01:11:06Z,2025-11-23T05:40:05Z,1.0,0.05518928611111112,0.04311688417610526,,,,,,,,,,,
401810131,267,paired_loss,2025-11-23,2025-11-23T23:11:05Z,2025-11-24T03:37:04Z,1.0,0.05180854494382022,0.05265377010465001,,,,,,,,,,,
401810138,287,paired_loss,2025-11-24,2025-11-25T00:12:06Z,2025-11-25T04:58:06Z,0.0,0.00696116724738676,0.007001436188763503,,,,,,,,,,,
401810147,295,paired_loss,2025-11-24,2025-11-25T03:11:07Z,2025-11-25T08:05:08Z,1.0,0.36831490423728813,0.4005540657442368,,,,,,,,,,,
401810148,280,paired_loss,2025-11-29,2025-11-29T22:11:09Z,2025-11-30T02:50:10Z,1.0,0.08009932232142858,0.07275583432148422,,,,,,,,,,,
401810154,267,paired_loss,2025-11-29,2025-11-30T02:11:07Z,2025-11-30T06:37:07Z,0.0,0.04419105711610487,0.04290137107345249,,,,,,,,,,,
401810182,261,paired_loss,2025-12-03,2025-12-04T00:41:09Z,2025-12-04T05:01:09Z,0.0,0.036134977969348656,0.0542309111506037,,,,,,,,,,,
401810184,254,paired_loss,2025-12-03,2025-12-04T01:11:09Z,2025-12-04T05:24:09Z,0.0,0.11525248326771655,0.11542166546875772,,,,,,,,,,,
401810229,274,paired_loss,2025-12-18,2025-12-19T01:13:08Z,2025-12-19T05:46:08Z,0.0,0.035347479927007305,0.03933575127955465,,,,,,,,,,,
401810233,280,paired_loss,2025-12-18,2025-12-19T02:11:12Z,2025-12-19T06:50:09Z,1.0,0.15946064910714286,0.1907360885170361,,,,,,,,,,,
401810239,446,paired_loss,2025-12-19,2025-12-20T00:41:10Z,2025-12-20T08:06:09Z,0.0,0.06990987051569507,0.06327846861371039,,,,,,,,,,,
401810241,285,paired_loss,2025-12-20,2025-12-20T22:12:07Z,2025-12-21T02:56:07Z,0.0,0.045891057894736846,0.042564919628762944,,,,,,,,,,,
401810269,278,paired_loss,2025-12-23,2025-12-24T00:44:08Z,2025-12-24T05:21:08Z,0.0,0.08019200629496404,0.0755339107855504,,,,,,,,,,,
401810284,293,paired_loss,2025-12-26,2025-12-27T01:11:09Z,2025-12-27T06:05:09Z,0.0,0.07808854266211604,0.06397966568633441,,,,,,,,,,,
401810347,263,paired_loss,2026-01-03,2026-01-04T03:11:10Z,2026-01-04T07:33:11Z,1.0,0.03562894771863118,0.04531046192538623,,,,,,,,,,,
401810349,1192,paired_loss,2026-01-04,2026-01-04T19:11:09Z,2026-01-05T15:02:08Z,0.0,0.025453404781879196,0.021305169885490412,,,,,,,,,,,
401810350,299,paired_loss,2026-01-04,2026-01-04T20:12:12Z,2026-01-05T01:10:11Z,1.0,0.037622118729096994,0.04222703204796099,,,,,,,,,,,
401810360,292,paired_loss,2026-01-05,2026-01-06T01:11:07Z,2026-01-06T06:02:08Z,1.0,0.07928325342465753,0.08223162454059417,,,,,,,,,,,
401810365,295,paired_loss,2026-01-06,2026-01-07T00:11:11Z,2026-01-07T05:05:12Z,0.0,0.08621144491525425,0.08416885652541446,,,,,,,,,,,
401810370,285,paired_loss,2026-01-06,2026-01-07T04:13:10Z,2026-01-07T08:57:12Z,0.0,0.15565642894736842,0.14110647040651594,,,,,,,,,,,
401810372,245,paired_loss,2026-01-07,2026-01-08T00:11:09Z,2026-01-08T04:15:11Z,1.0,0.1246366,0.05381498620014576,,,,,,,,,,,
401810380,328,paired_loss,2026-01-07,2026-01-08T01:11:13Z,2026-01-08T06:38:12Z,1.0,0.027669215701219513,0.029605654132394615,,,,,,,,,,,
401810383,265,paired_loss,2026-01-08,2026-01-09T00:11:13Z,2026-01-09T04:35:16Z,0.0,0.13772539433962264,0.13573407818376731,,,,,,,,,,,
401810387,292,paired_loss,2026-01-09,2026-01-10T00:13:12Z,2026-01-10T05:04:10Z,1.0,0.007965290239726027,0.014749169228790616,,,,,,,,,,,
401810389,260,paired_loss,2026-01-09,2026-01-10T00:11:12Z,2026-01-10T04:30:15Z,0.0,0.037274577884615384,0.03662032579043145,,,,,,,,,,,
401810391,340,paired_loss,2026-01-09,2026-01-10T01:11:14Z,2026-01-10T06:50:15Z,0.0,0.2287182301470588,0.20696941289934845,,,,,,,,,,,
401810398,254,paired_loss,2026-01-10,2026-01-11T00:11:12Z,2026-01-11T04:24:12Z,1.0,0.05068159448818898,0.08774105394178366,,,,,,,,,,,
401810400,299,paired_loss,2026-01-10,2026-01-11T01:11:10Z,2026-01-11T06:09:10Z,0.0,0.1343743060200669,0.12780853018659755,,,,,,,,,,,
401810417,288,paired_loss,2026-01-12,2026-01-13T03:11:12Z,2026-01-13T07:58:12Z,1.0,0.11717762760416667,0.14238078541453866,,,,,,,,,,,
401810419,332,paired_loss,2026-01-13,2026-01-14T00:42:09Z,2026-01-14T06:13:09Z,1.0,0.055567599397590366,0.08418464678048247,,,,,,,,,,,
401810476,256,paired_loss,2026-01-21,2026-01-22T00:41:14Z,2026-01-22T04:56:14Z,1.0,0.0048560234375,0.010594504900644485,,,,,,,,,,,
401810486,273,paired_loss,2026-01-22,2026-01-23T01:11:12Z,2026-01-23T05:43:10Z,0.0,0.2782016794871795,0.2506799282937154,,,,,,,,,,,
401810491,245,paired_loss,2026-01-23,2026-01-24T00:41:15Z,2026-01-24T04:45:15Z,1.0,0.13793389795918368,0.1743371630884999,,,,,,,,,,,
401810500,258,paired_loss,2026-01-24,2026-01-24T17:11:14Z,2026-01-24T21:28:16Z,1.0,0.009191817829457365,0.013845293133725678,,,,,,,,,,,
401810504,263,paired_loss,2026-01-24,2026-01-25T02:42:13Z,2026-01-25T07:04:12Z,0.0,0.015025934410646386,0.01831014468004578,,,,,,,,,,,
401810509,261,paired_loss,2026-01-25,2026-01-26T00:11:13Z,2026-01-26T04:31:13Z,0.0,0.2011899712643678,0.180820856971808,,,,,,,,,,,
401810521,307,paired_loss,2026-01-27,2026-01-28T01:13:12Z,2026-01-28T06:19:12Z,1.0,0.009238298045602606,0.019142416618998848,,,,,,,,,,,
401810522,317,paired_loss,2026-01-27,2026-01-28T01:11:14Z,2026-01-28T06:27:15Z,1.0,0.006438829652996847,0.011713856783972644,,,,,,,,,,,
401810526,256,paired_loss,2026-01-28,2026-01-29T00:14:15Z,2026-01-29T04:29:15Z,1.0,0.06429904394531251,0.07543386394150604,,,,,,,,,,,
401810533,282,paired_loss,2026-01-28,2026-01-29T02:12:15Z,2026-01-29T06:53:16Z,0.0,0.007780019503546099,0.010498127742570341,,,,,,,,,,,
401810536,284,paired_loss,2026-01-29,2026-01-30T00:13:14Z,2026-01-30T04:56:14Z,1.0,0.04468806514084507,0.059705304329341374,,,,,,,,,,,
401810537,258,paired_loss,2026-01-29,2026-01-30T01:11:14Z,2026-01-30T05:28:13Z,0.0,0.0353578992248062,0.029473878868117344,,,,,,,,,,,
401810538,295,paired_loss,2026-01-29,2026-01-30T01:41:13Z,2026-01-30T06:35:20Z,0.0,0.07332401016949153,0.06732659043389332,,,,,,,,,,,
401810545,261,paired_loss,2026-01-30,2026-01-31T00:42:19Z,2026-01-31T05:02:18Z,1.0,0.008587570881226053,0.019097399028337007,,,,,,,,,,,
401810563,314,paired_loss,2026-02-01,2026-02-02T00:14:11Z,2026-02-02T05:27:12Z,1.0,0.0544353025477707,0.05847891356757115,,,,,,,,,,,
401810564,265,paired_loss,2026-02-01,2026-02-02T01:11:14Z,2026-02-02T05:35:14Z,0.0,0.06907080188679245,0.06373023571700992,,,,,,,,,,,
401810569,274,paired_loss,2026-02-02,2026-02-03T00:43:17Z,2026-02-03T05:16:15Z,1.0,0.12063801003649635,0.13615909599437945,,,,,,,,,,,
401810639,299,paired_loss,2026-02-11,2026-02-12T01:11:16Z,2026-02-12T06:09:15Z,0.0,0.05264758695652173,0.051380384840826944,,,,,,,,,,,
401810645,267,paired_loss,2026-02-12,2026-02-13T02:12:15Z,2026-02-13T06:39:15Z,0.0,0.037622385767790256,0.03546984804469884,,,,,,,,,,,
401810646,262,paired_loss,2026-02-12,2026-02-13T03:13:15Z,2026-02-13T07:35:16Z,1.0,0.029573135496183203,0.03881454131539094,,,,,,,,,,,
401810649,274,paired_loss,2026-02-19,2026-02-20T00:12:19Z,2026-02-20T04:45:19Z,0.0,0.07965570802919708,0.06514266069188757,,,,,,,,,,,
401810652,285,paired_loss,2026-02-19,2026-02-20T01:14:21Z,2026-02-20T05:58:20Z,0.0,0.02133738070175439,0.02158092964931131,,,,,,,,,,,
401810661,266,paired_loss,2026-02-20,2026-02-21T00:43:16Z,2026-02-21T05:08:19Z,1.0,0.00595930545112782,0.00738657759849005,,,,,,,,,,,
401810665,284,paired_loss,2026-02-20,2026-02-21T03:15:21Z,2026-02-21T07:58:19Z,0.0,0.014406,0.018162674668468604,,,,,,,,,,,
401810667,294,paired_loss,2026-02-21,2026-02-22T00:11:21Z,2026-02-22T05:04:20Z,1.0,0.18482119387755103,0.19110616976561423,,,,,,,,,,,
401810671,278,paired_loss,2026-02-21,2026-02-22T01:41:20Z,2026-02-22T06:18:18Z,1.0,0.17626475629496405,0.207971800747473,,,,,,,,,,,
401810675,254,paired_loss,2026-02-22,2026-02-22T20:46:20Z,2026-02-23T00:59:18Z,1.0,0.2016331122047244,0.21909270012643073,,,,,,,,,,,
401810677,261,paired_loss,2026-02-22,2026-02-22T23:11:31Z,2026-02-23T03:53:16Z,0.0,0.008612194444444445,0.007548147816285587,,,,,,,,,,,
401810679,257,paired_loss,2026-02-22,2026-02-23T00:11:15Z,2026-02-23T04:49:15Z,0.0,0.09251383949416343,0.08362106733133716,,,,,,,,,,,
401810684,265,paired_loss,2026-02-23,2026-02-24T01:10:26Z,2026-02-24T05:34:18Z,0.0,0.08068694339622641,0.07296988126251157,,,,,,,,,,,
401810685,255,paired_loss,2026-02-23,2026-02-24T02:43:18Z,2026-02-24T06:57:19Z,1.0,0.0019906843137254904,0.004557175023270625,,,,,,,,,,,
401810688,327,paired_loss,2026-02-24,2026-02-25T00:41:19Z,2026-02-25T06:07:20Z,0.0,0.033065950305810395,0.03243765371003017,,,,,,,,,,,
401810690,500,paired_loss,2026-02-24,2026-02-25T00:43:17Z,2026-02-25T09:02:21Z,1.0,0.016038292,0.02231284980067963,,,,,,,,,,,
401810691,393,paired_loss,2026-02-24,2026-02-25T01:12:20Z,2026-02-25T07:44:20Z,0.0,0.019965015267175572,0.018277474178246277,,,,,,,,,,,
401810696,342,paired_loss,2026-02-24,2026-02-25T03:14:53Z,2026-02-25T08:55:23Z,0.0,0.0319796951754386,0.02675623835195529,,,,,,,,,,,
401810697,311,paired_loss,2026-02-25,2026-02-26T00:43:20Z,2026-02-26T05:54:18Z,1.0,0.019875370578778136,0.0231134370533815,,,,,,,,,,,
401810702,276,paired_loss,2026-02-25,2026-02-26T03:13:24Z,2026-02-26T07:49:23Z,1.0,0.08801231612318841,0.08579968590818864,,,,,,,,,,,
401810705,272,paired_loss,2026-02-26,2026-02-27T00:41:26Z,2026-02-27T05:12:57Z,1.0,0.002615431066176471,0.005950372016169398,,,,,,,,,,,
401810756,276,paired_loss,2026-03-05,2026-03-06T00:41:22Z,2026-03-06T05:16:20Z,1.0,0.005998121376811594,0.009059154171356484,,,,,,,,,,,
401810759,310,paired_loss,2026-03-05,2026-03-06T01:11:30Z,2026-03-06T06:20:28Z,1.0,0.013879818548387095,0.023128447094422296,,,,,,,,,,,
401810763,273,paired_loss,2026-03-06,2026-03-07T00:13:43Z,2026-03-07T04:45:29Z,1.0,0.005749278388278388,0.008225529821710749,,,,,,,,,,,
401810770,356,paired_loss,2026-03-07,2026-03-07T20:13:25Z,2026-03-08T02:08:25Z,0.0,0.10043104143258427,0.08805250155993391,,,,,,,,,,,
401810783,279,paired_loss,2026-03-08,2026-03-09T02:13:21Z,2026-03-09T06:51:20Z,1.0,0.1419337652329749,0.15292628983721718,,,,,,,,,,,
401810784,324,paired_loss,2026-03-08,2026-03-09T01:12:31Z,2026-03-09T06:35:16Z,1.0,0.008951112654320989,0.014328048102646726,,,,,,,,,,,
401810806,260,paired_loss,2026-03-11,2026-03-12T02:10:30Z,2026-03-12T06:29:38Z,0.0,0.012803402884615385,0.009619163847274109,,,,,,,,,,,
401810807,300,paired_loss,2026-03-11,2026-03-12T02:41:27Z,2026-03-12T07:40:28Z,1.0,0.03043181416666666,0.036363267565807454,,,,,,,,,,,
401810811,291,paired_loss,2026-03-12,2026-03-12T23:41:26Z,2026-03-13T04:31:24Z,1.0,0.0038336434707903775,0.004293030578339308,,,,,,,,,,,
401810816,311,paired_loss,2026-03-13,2026-03-13T23:42:23Z,2026-03-14T04:52:24Z,1.0,0.0021324043408360114,0.0027893187198265706,,,,,,,,,,,
401810819,356,paired_loss,2026-03-13,2026-03-14T00:12:29Z,2026-03-14T06:07:27Z,1.0,0.03651412219101123,0.044284703333966814,,,,,,,,,,,
401810824,364,paired_loss,2026-03-14,2026-03-14T17:11:29Z,2026-03-14T23:14:24Z,1.0,0.0027801442307692306,0.005412500172032563,,,,,,,,,,,
401810826,272,paired_loss,2026-03-14,2026-03-14T22:11:41Z,2026-03-15T02:42:28Z,1.0,0.00029882536764705875,0.0007820449267994502,,,,,,,,,,,
401810829,368,paired_loss,2026-03-14,2026-03-15T00:41:27Z,2026-03-15T06:48:27Z,1.0,0.09960543410326088,0.1224233306656621,,,,,,,,,,,
401810831,289,paired_loss,2026-03-15,2026-03-15T17:11:26Z,2026-03-15T21:59:25Z,1.0,0.035156360726643604,0.04214383418868456,,,,,,,,,,,
401810843,259,paired_loss,2026-03-16,2026-03-17T00:10:34Z,2026-03-17T04:28:32Z,1.0,0.012483675675675675,0.015348165465632316,,,,,,,,,,,
401810910,297,paired_loss,2026-03-25,2026-03-25T23:41:31Z,2026-03-26T04:37:30Z,0.0,0.04657915235690236,0.043608118387112864,,,,,,,,,,,
401810913,331,paired_loss,2026-03-25,2026-03-26T01:43:28Z,2026-03-26T07:13:26Z,1.0,0.11968207401812689,0.13044722976507372,,,,,,,,,,,
401810915,318,paired_loss,2026-03-25,2026-03-26T02:12:24Z,2026-03-26T07:29:24Z,1.0,0.054986136792452824,0.045332296997762964,,,,,,,,,,,
401810921,321,paired_loss,2026-03-27,2026-03-27T23:11:28Z,2026-03-28T04:31:25Z,0.0,0.12241049844236761,0.11187368140362741,,,,,,,,,,,
401810933,304,paired_loss,2026-03-28,2026-03-28T23:42:31Z,2026-03-29T04:45:35Z,1.0,0.008400481907894736,0.008587635327512156,,,,,,,,,,,
401810939,260,paired_loss,2026-03-29,2026-03-29T22:11:40Z,2026-03-30T02:30:57Z,1.0,0.010290582692307692,0.01786991274369157,,,,,,,,,,,
401810940,251,paired_loss,2026-03-29,2026-03-29T22:10:46Z,2026-03-30T02:20:42Z,0.0,0.03791990537848605,0.03927756692425602,,,,,,,,,,,
401810947,257,paired_loss,2026-03-30,2026-03-30T23:40:47Z,2026-03-31T03:56:40Z,1.0,0.06007044163424125,0.05899716272671437,,,,,,,,,,,
401810949,285,paired_loss,2026-03-30,2026-03-31T00:13:37Z,2026-03-31T04:58:39Z,1.0,0.000937776315789473,0.0009575798382184249,,,,,,,,,,,
401810952,301,paired_loss,2026-03-30,2026-03-31T01:43:43Z,2026-03-31T06:44:45Z,1.0,0.028154542358803988,0.025632932117409524,,,,,,,,,,,
401810958,373,paired_loss,2026-03-31,2026-04-01T02:41:45Z,2026-04-01T08:53:46Z,1.0,0.028655715147453086,0.030111404091893713,,,,,,,,,,,
401810965,317,paired_loss,2026-04-01,2026-04-02T00:12:49Z,2026-04-02T05:28:48Z,1.0,0.00047950157728706653,0.0004966492164799296,,,,,,,,,,,
401810979,233,paired_loss,2026-04-03,2026-04-04T00:11:42Z,2026-04-04T04:27:39Z,1.0,0.0003033497854077251,0.00040817637516306327,,,,,,,,,,,
401810981,229,paired_loss,2026-04-03,2026-04-04T00:11:40Z,2026-04-04T04:23:43Z,0.0,7.555895196506542e-05,0.00017564822559802145,,,,,,,,,,,
401810987,259,paired_loss,2026-04-05,2026-04-05T19:42:43Z,2026-04-06T00:01:05Z,1.0,0.01781395077220077,0.01733210493388141,,,,,,,,,,,
401812483,313,paired_loss,2025-10-04,2025-10-04T15:09:02Z,2025-10-04T20:21:02Z,0.0,0.00931463498402556,0.009281735195691998,,,,,,,,,,,
401812678,266,paired_loss,2025-10-06,2025-10-06T23:41:08Z,2025-10-07T04:06:03Z,0.0,0.1384654445488722,0.12830914387715867,,,,,,,,,,,
401812680,1119,paired_loss,2025-10-06,2025-10-07T00:11:02Z,2025-10-07T18:49:04Z,0.0,0.06924891689008042,0.016432216256850464,,,,,,,,,,,
401812692,265,paired_loss,2025-10-09,2025-10-10T00:11:04Z,2025-10-10T04:35:17Z,1.0,0.17076397924528303,0.16655032895283398,,,,,,,,,,,
401812710,600,paired_loss,2025-10-12,2025-10-13T01:41:04Z,2025-10-13T11:40:05Z,1.0,0.014463085833333332,0.01255831680935765,,,,,,,,,,,
401812712,265,paired_loss,2025-10-13,2025-10-13T23:11:04Z,2025-10-14T03:35:06Z,0.0,0.10333472264150943,0.09378825957121936,,,,,,,,,,,
401812720,268,paired_loss,2025-10-14,2025-10-15T02:12:04Z,2025-10-15T06:39:03Z,0.0,0.15602174906716418,0.14161377128193853,,,,,,,,,,,
401812724,259,paired_loss,2025-10-15,2025-10-16T02:44:07Z,2025-10-16T07:02:03Z,0.0,0.10947660907335907,0.08117512427019438,,,,,,,,,,,
401812729,259,paired_loss,2025-10-16,2025-10-17T00:11:05Z,2025-10-17T04:29:03Z,1.0,0.17589355308880308,0.21084772259063994,,,,,,,,,,,
401812734,264,paired_loss,2025-10-17,2025-10-18T00:10:07Z,2025-10-18T04:33:04Z,0.0,0.1576921875,0.13949805503298093,,,,,,,,,,,
401836754,267,paired_loss,2025-12-12,2025-12-13T01:11:09Z,2025-12-13T05:37:09Z,0.0,0.2198360702247191,0.21297737831134467,,,,,,,,,,,
401836799,468,paired_loss,2025-12-14,2025-12-14T20:42:08Z,2025-12-15T04:29:14Z,0.0,0.11078120299145298,0.10297460117155917,,,,,,,,,,,
401836805,289,paired_loss,2025-12-15,2025-12-16T02:12:08Z,2025-12-16T07:00:17Z,1.0,0.20326420328719724,0.21541868100060774,,,,,,,,,,,
401836807,268,paired_loss,2025-12-15,2025-12-16T03:41:22Z,2025-12-16T08:08:46Z,0.0,0.10663548880597015,0.08960958374530298,,,,,,,,,,,
401839023,267,paired_loss,2025-12-15,2025-12-16T00:45:06Z,2025-12-16T05:11:06Z,0.0,0.17590171535580526,0.1588019263030843,,,,,,,,,,,
