tick_index,game,timestamp,regime,y,stacker,pair_leakfree,uniform,raw_model,real_game_seq,ticker_date_known,covers_ticker_date,cluster_id,loss_baseline,loss_candidate,loss_differential
0,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:42:03Z,early_1_3,1.0,0.557816,0.557816,0.7052106666666665,0.557816,1,True,False,KXMLBGAME-26JUL011310TEXCLE#1,0.19552668985600002,0.19552668985600002,0.0
49557,KXMLBGAME-26JUN301840TEXCLE,2026-06-30T22:42:03Z,early_1_3,0.0,0.557816,0.557816,0.7052106666666665,0.557816,1,True,True,KXMLBGAME-26JUN301840TEXCLE#1,0.311158689856,0.311158689856,0.0
1,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:42:33Z,early_1_3,1.0,0.557816,0.557816,0.7052106666666665,0.557816,1,True,False,KXMLBGAME-26JUL011310TEXCLE#1,0.19552668985600002,0.19552668985600002,0.0
49558,KXMLBGAME-26JUN301840TEXCLE,2026-06-30T22:42:33Z,early_1_3,0.0,0.557816,0.557816,0.7052106666666665,0.557816,1,True,True,KXMLBGAME-26JUN301840TEXCLE#1,0.311158689856,0.311158689856,0.0
2,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:43:03Z,early_1_3,1.0,0.557816,0.557816,0.7052106666666665,0.557816,1,True,False,KXMLBGAME-26JUL011310TEXCLE#1,0.19552668985600002,0.19552668985600002,0.0
49559,KXMLBGAME-26JUN301840TEXCLE,2026-06-30T22:43:03Z,early_1_3,0.0,0.557816,0.557816,0.7052106666666665,0.557816,1,True,True,KXMLBGAME-26JUN301840TEXCLE#1,0.311158689856,0.311158689856,0.0
3,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:43:32Z,early_1_3,1.0,0.557816,0.557816,0.7052106666666665,0.557816,1,True,False,KXMLBGAME-26JUL011310TEXCLE#1,0.19552668985600002,0.19552668985600002,0.0
2833,KXMLBGAME-26JUL011840PITPHI,2026-06-30T22:43:32Z,early_1_3,1.0,0.605688,0.605688,0.7371253333333333,0.605688,1,True,False,KXMLBGAME-26JUL011840PITPHI#1,0.155481953344,0.155481953344,0.0
6615,KXMLBGAME-26JUL021235PITPHI,2026-06-30T22:43:32Z,early_1_3,0.0,0.605688,0.605688,0.7371253333333333,0.605688,1,True,False,KXMLBGAME-26JUL021235PITPHI#1,0.366857953344,0.366857953344,0.0
49560,KXMLBGAME-26JUN301840TEXCLE,2026-06-30T22:43:32Z,early_1_3,0.0,0.557816,0.557816,0.7052106666666665,0.557816,1,True,True,KXMLBGAME-26JUN301840TEXCLE#1,0.311158689856,0.311158689856,0.0
4,KXMLBGAME-26JUL011310TEXCLE,2026-06-30T22:44:03Z,early_1_3,1.0,0.557816,0.557816,0.7052106666666665,0.557816,1,True,False,KXMLBGAME-26JUL011310TEXCLE#1,0.19552668985600002,0.19552668985600002,0.0
